4.0209665,290.16895,-77.87881
3.3682132,172.94661,-844.4735
3.1516593,-24.089024,32.475533
3.134604,550.5244,-175.96747
4.053262,-281.06934,-353.00665
3.3227038,-548.2709,-189.70734
4.2021575,-166.16,-251.7948
3.9930663,538.7964,-870.3535
4.003446,300.25757,-813.53925
2.7304845,49.237133,-324.55768
4.45541,-602.07733,360.50528
3.4849286,-580.61475,-335.64627
3.0527234,986.7936,133.36377
2.1884353,-463.70096,292.2706
3.371941,-361.29163,-88.579475
3.608752,85.61376,-27.584984
2.665265,-409.0995,222.62665
4.1389294,-64.461296,268.0033
1.7123313,-1.4554783,-403.39926
4.4389405,450.22052,51.554314
3.2080026,250.52086,474.72745
3.3813968,-579.49786,122.88354
3.4531384,394.3969,302.03394
3.5677876,-602.6746,198.72003
3.4313197,-312.6427,9.286386
1.8337617,6.7649503,-453.0721
3.4144094,261.4182,370.35928
5.9666023,73.52669,731.68744
2.7054343,-156.2951,-641.88196
1.5198293,-56.44605,-511.4498
3.7600951,-221.15875,-451.16754
3.195818,-22.719967,-12.48429
3.1611872,609.82965,718.1805
3.4337654,204.91028,-45.133827
3.1017175,297.21857,-111.681145
3.8644156,434.11508,-735.72705
3.3002226,-292.63766,-30.926964
3.5760531,224.7366,-744.1117
3.909688,-399.48276,410.78836
4.761817,-829.735,414.62662
3.131237,-254.2615,-13.696998
2.5045733,93.69728,-584.8732
3.731371,-124.77845,-25.505821
3.2491527,-58.912,677.7791
3.9553542,140.10379,-227.63805
4.1884136,200.39871,108.386185
3.0588717,-188.7002,-804.488
4.1611495,54.67194,-65.89678
5.6670494,-284.04672,423.87595
3.9928703,-12.314396,508.39548
3.614492,407.29385,-542.2288
3.2898517,267.51926,567.6743
4.0618024,-175.83087,-192.79474
4.1429486,705.42725,65.53814
3.5806952,-674.82074,-146.17981
2.32679,-551.8876,135.3183
2.8027625,751.16437,680.32355
2.1301446,-584.59924,610.6872
3.0670247,391.24185,472.85516
4.0016165,-155.79152,151.76674
2.8318048,774.88306,629.7201
3.7658157,614.61584,238.5655
4.10226,-326.84683,159.86714
3.8047667,81.51935,31.16845
3.0261693,194.5216,-362.6547
3.3037696,-483.29407,-700.01636
3.3599668,-344.48615,482.4964
3.0334191,-20.171879,-278.73474
1.9362328,-121.222336,822.0699
2.8167539,748.5665,578.6541
3.8135543,-176.36258,-290.54962
3.620305,619.1182,361.83395
2.4973629,-245.42133,93.815605
1.779875,-857.63257,275.93744
3.2948754,299.99036,226.05438
3.715004,-842.87866,-31.352577
3.8152423,867.8153,-641.63776
3.774951,-737.3508,-525.89233
2.9345832,375.43826,-327.3616
4.3655214,-221.23714,116.69746
3.6773117,-170.72806,518.8945
2.643968,171.7674,-363.30173
3.07964,-196.6724,-569.54974
3.2332888,382.16992,725.34106
1.8262498,-299.23615,88.10519
3.8486145,193.98294,67.10729
4.24818,-386.40973,-957.07306
3.295403,569.86115,-294.71057
2.7722669,9.599972,-323.00082
3.4697447,-216.38469,764.6444
3.8046803,-238.19365,-205.884
3.1470127,-545.6587,0.39064872
1.182971,-26.468685,344.1837
4.5025845,-924.26105,90.88354
3.6202464,-301.42383,-195.71555
3.3463225,398.7768,-581.4959
4.205974,163.30214,-229.18518
4.343924,-324.08008,731.3458
3.359445,-531.7169,-709.6743
3.4015362,-579.32135,591.17175
3.5131907,-291.65155,-781.4959
3.6967428,-380.3715,692.7518
2.670035,780.2207,-93.26569
3.7091832,-331.39053,-284.0128
3.1221423,869.56226,540.491
4.258496,661.4709,125.17747
3.9859538,-663.6043,-756.4234
3.811226,149.09813,-38.453117
1.961129,-599.12024,531.41656
5.8387327,99.867355,472.58688
3.8660507,320.87512,48.375084
3.4270806,347.56546,262.21182
4.5732007,705.45483,833.66376
2.816365,-120.091,500.88358
2.293885,-117.3779,542.7562
2.610827,207.09918,-446.76532
2.995624,-200.3873,-463.58585
3.4045472,-442.31235,-153.23483
3.6401362,-629.8702,-676.2708
9.182082,104.874374,907.5137
3.0545373,582.5897,-167.50903
2.268451,-569.51447,127.834526
3.7917209,363.35706,280.98325
2.5048075,-142.53381,655.8149
4.0925097,436.49988,-906.67615
3.6669865,-286.56998,411.6708
2.938551,-62.499958,407.12756
3.0263953,3.3468213,819.9792
4.0577397,-409.5466,-947.2435
3.9562068,-54.359867,-26.446655
3.7575517,-219.39145,647.94977
3.3276808,367.31793,723.77814
3.644664,-7.6556697,279.35263
2.5233817,923.9698,803.00195
2.433948,216.84145,-452.16476
2.6745882,453.4619,871.80646
3.2794225,151.9412,32.429253
3.659391,-329.74762,-836.6493
3.215629,540.1618,-282.33725
2.9534974,-508.00397,136.00044
5.0253954,-936.29407,395.06204
3.0638928,409.07693,-724.87115
3.3495336,985.80634,-304.50906
2.3258245,-718.46173,760.3158
2.3947453,-218.59647,846.95056
3.3289638,34.972652,-978.2283
4.0739007,63.77502,-829.60223
4.406372,-282.69128,347.88214
2.294025,156.0239,-326.7777
3.5268188,-56.961704,-115.66868
3.688354,-126.89821,-729.8013
3.6398616,-514.15656,-436.05637
4.2649374,604.8202,106.44988
2.8158903,-190.28018,302.88388
3.578977,908.83875,-918.71564
3.291657,-503.7588,-708.0785
3.5054092,149.83502,335.8456
3.6177063,136.39233,332.98245
3.0614476,-189.12186,974.0672
3.7136254,-268.06155,-638.5509
4.320616,500.04968,95.84254
6.2430973,-862.5576,606.7275
3.689466,728.532,-611.39014
4.0719275,682.30475,-832.18427
3.935128,-366.2166,300.9597
4.4984465,-634.2,384.58786
3.4980035,-967.08606,-226.3349
1.9420409,-36.927067,-507.4874
4.1392813,-414.049,304.4341
4.0980754,123.381836,-921.5084
3.4698539,622.67444,42.147972
3.817698,-71.577576,-904.24744
4.2155967,-205.94792,137.55655
3.1224523,740.5925,-249.87346
3.167943,-391.43637,584.0713
3.8395295,-611.0591,-761.43634
2.933052,-779.9871,-57.289406
3.8183584,88.417206,305.82034
3.7892547,-719.20605,-638.9404
4.085761,530.45,682.06635
3.6232295,-592.6386,-643.49316
3.3124642,825.1786,-228.5916
3.421513,780.48535,268.6318
3.4770546,534.58203,348.0615
3.7025552,639.3105,176.76833
3.8667824,111.51083,141.25319
4.101394,675.09796,-920.9898
2.9859672,824.9651,88.29775
1.8034472,-237.73932,122.04748
3.760846,59.231853,-36.850662
3.6755528,-99.93829,-882.6649
3.5338264,-704.5162,-311.71634
3.508881,-277.50833,-15.235435
3.337294,-574.81055,-268.99625
0.87388134,-98.48898,791.67474
4.0856156,145.64389,97.32272
3.1327713,-30.719173,814.8171
2.2586179,817.2418,-156.73657
3.6155176,455.38184,86.35204
2.6968627,-129.18497,-602.9381
4.2314773,-284.50476,-400.6528
2.9040627,145.81812,-616.35474
2.8373008,184.05911,-484.5351
4.2031226,738.6233,151.7434
3.1039891,782.925,-152.23807
3.8545852,27.92065,-926.50555
3.98214,263.6425,-202.53775
3.5268955,380.6009,284.25763
4.0383797,-49.663864,355.49576
3.9255066,-669.8619,112.572136
2.5980186,479.80838,904.5898
2.8990717,702.9355,565.98895
3.6668339,-885.7405,-108.90278
3.1422524,864.4915,-473.3005
4.0936313,-31.169956,-869.35675
3.6082604,-275.26996,415.9128
3.5556693,-574.4964,-818.5388
2.0971208,107.893326,-412.9039
4.0970025,448.18658,-39.10035
3.6568685,-183.34369,-353.1284
3.087544,204.94302,-542.1277
4.2094526,-18.393818,362.85117
3.7044764,193.13042,-250.62466
3.7639449,-130.57294,-14.833861
3.8024735,-735.66223,-150.80833
2.7593584,23.636806,-70.15087
4.05057,-126.48561,-805.84076
3.5428138,-111.55258,-658.76495
1.8323791,-17.627201,701.46936
3.8044486,1017.6498,-805.49786
4.305505,-905.4148,97.25469
3.6288538,-345.91257,-5.5485296
3.653573,66.00009,-38.332542
2.3357334,494.40314,75.27218
2.2015176,697.9895,-150.18192
3.2972417,-388.10638,-163.88141
3.728023,-180.34781,-81.46815
3.2987103,615.61584,447.54385
2.7794096,-433.0946,-4.321265
3.0477605,856.56903,-355.1188
3.3457623,-334.31027,26.859612
2.6634183,276.00385,-416.4999
3.6764321,-752.0128,-476.39267
3.772225,595.9042,-604.16437
4.1965256,399.75162,144.49634
3.8383079,-284.751,176.49384
3.7554564,-531.3776,-907.26215
3.1353254,-884.5222,-251.80923
3.5668483,-542.4082,-459.217
3.3681207,-51.90575,-237.56586
4.2372046,-656.63983,435.9578
3.612009,-952.0601,-178.01657
2.528122,104.15681,702.9124
3.8070827,304.32904,-730.15765
4.5777783,-726.06616,134.22891
4.138751,258.93073,111.57168
3.6337206,-295.96753,457.669
2.9839473,754.9526,-24.401436
1.5967295,-475.94818,229.42073
2.4415774,959.68896,708.1567
2.1914525,115.0466,-525.5119
3.2629972,637.5947,-383.43942
3.187644,280.1968,-249.50452
3.7246919,383.42957,237.91214
3.693685,792.72473,-675.5694
3.8841786,500.31244,223.43242
1.6796393,-354.81436,700.33344
4.4028544,613.0686,79.4006
3.168675,190.004,-666.5818
2.0338206,-6.9355807,-497.9376
3.7569008,-115.69088,418.18576
3.6423125,-284.49857,173.80246
3.151957,-21.06934,-792.0037
3.6072373,-142.53885,389.63492
4.7340426,636.2106,553.7408
3.221393,-523.72107,-284.55524
2.12662,-408.16037,657.36426
3.737266,524.0161,721.4479
4.7481256,-956.3988,-985.5474
3.2358608,-660.578,-4.549903
3.2693334,-157.70885,-139.6283
3.6982894,789.4895,-687.07263
3.6365561,132.28357,232.13805
3.8699002,324.65424,120.24218
3.965372,312.17136,-161.9776
2.8591304,830.05756,58.157555
2.512075,555.8187,961.38336
4.120963,-74.157616,214.11925
3.4493976,-482.94757,-313.48196
3.818297,-295.77914,-481.66086
3.190455,-127.25679,-678.40564
3.4731975,-184.41487,-213.18509
3.414351,-575.1986,-575.26074
3.5533366,75.8988,-687.83185
3.93089,194.59738,792.50616
3.9875388,-566.45953,227.40193
5.5899544,32.46211,407.20657
3.3157582,707.89966,-33.287575
3.2086864,-140.82932,-726.3685
3.8755565,866.0204,328.81467
4.0421004,255.53812,-966.8856
2.540287,373.88654,475.506
4.072148,-87.78427,-32.949085
3.9722972,713.261,95.740776
3.6638465,394.62967,252.02557
3.1224518,-336.38666,942.0412
3.6594748,700.2396,-70.25175
2.9076838,-64.13336,-287.84842
3.6179233,-290.46878,-195.138
4.1281137,320.8009,-245.74603
2.354527,168.63232,-562.9033
2.7655358,885.76666,606.9082
3.9936504,317.53897,-166.15213
3.5509005,-699.1174,112.34872
3.8168845,-367.57675,-466.42157
2.2706628,279.69263,-199.89455
3.6958308,-745.0087,-602.717
3.5395598,-59.056797,-919.25256
0.6201072,-782.221,712.6424
3.397512,-210.8824,-238.94681
3.729467,597.3525,-845.874
3.2708962,297.11835,331.30795
3.8120008,-437.69193,-513.352
0.8018589,69.37007,492.44135
6.070691,-197.24937,505.6186
3.791335,-428.63297,111.901924
2.586533,703.76056,-272.78513
3.5167947,-151.44727,-278.0784
